latitude,longitude,time
-6.950000000000003,97.05,
-7.050000000000004,97.15,
-7.150000000000006,97.25,
-7.250000000000007,97.35,
-7.3500000000000085,97.45,
-7.450000000000003,97.55,
-7.550000000000004,97.65,
-7.650000000000006,97.75,
-7.750000000000007,97.85,
-7.8500000000000085,97.95,
-7.950000000000003,98.05,
-8.050000000000004,98.15,
-8.150000000000006,98.25,
-8.250000000000007,98.35,
-8.350000000000009,98.45,
-8.450000000000003,98.55,
-8.550000000000004,98.65,
-8.650000000000006,98.75,
-8.750000000000007,98.85,
-8.850000000000009,98.95,
-8.950000000000003,99.05,
-9.050000000000004,99.15,
-9.150000000000006,99.25,
-9.250000000000007,99.35,
-9.350000000000009,99.45,
-9.450000000000003,99.55,
-9.550000000000004,99.65,
-9.650000000000006,99.75,
-9.750000000000007,99.85,
-9.850000000000009,99.95,
-9.950000000000003,100.05,
